entityid,TYPE,NAME,ADDRESS,LOCATION,LATITUDE,LONGITUDE
,PUBLIC HIGH SCHOOL,F. W. JOHNSON COLLEGIATE - PUBLIC HIGH SCHOOL,400 FINES DRIVE,F. W. JOHNSON COLLEGIATE - PUBLIC HIGH SCHOOL,50.4503126160001,-104.546707183
,OUTDOOR RINK OTHER,SPEED SKATING OVAL - OUTDOOR RINK OTHER,555 N MONTREAL STREET,SPEED SKATING OVAL,50.485602611,-104.596899679
,OUTDOOR RINK UNBOARDED,CRESCENT PARK - OUTDOOR RINK UNBOARDED,1109 E 14TH AVENUE,CRESCENT PARK,50.441618185,-104.567631062
,OUTDOOR TENNIS,SCOTT COLLEGIATE - OUTDOOR TENNIS,3350 7TH AVENUE,SCOTT COLLEGIATE,50.458562902,-104.630367514
,WASCANA CENTRE,CNIB BUILDING,2550 BROAD STREET,WASCANA CENTRE,50.438266625,-104.607536095
,PLAYGROUND,LAKERIDGE MR8 - PLAYGROUND 4527 ELLARD WAY,4527 ELLARD WAY,LAKERIDGE MR8,50.5040879040001,-104.646349885
,ATHLETIC FIELD,CORONATION PARK SCHOOL - ATHLETIC FIELD SOCCER ATHLETIC FIELD,3105 4TH AVENUE N,CORONATION PARK SCHOOL,50.4751268940001,-104.624238339
,PLAYGROUND,DOUGLAS PARK SCHOOL S - PLAYGROUND 621 E DOUGLAS AVE,635 E DOUGLAS AVENUE,DOUGLAS PARK SCHOOL S,50.4325766590001,-104.574431255
,BALL DIAMOND,ST. FRANCIS PARK NW - BALL DIAMOND BS #157,6015 MIKKELSON DRIVE,ST. FRANCIS PARK NW,50.4648234210001,-104.668087573
,OUTDOOR RINK SHELTER,DIEPPE SCHOOL - OUTDOOR RINK SHELTER,145 DOROTHY STREET,DIEPPE SCHOOL,50.459317834,-104.680872497
,ATHLETIC FIELD,ST. MARY SCHOOL - ATHLETIC FIELD SOCCER ATHLETIC FIELD,140 N MCINTOSH STREET,ST. MARY SCHOOL,50.4783856560001,-104.654740893
,HOSPITAL,WASCANA REHABILITATION CENTRE,2180 23RD AVENUE,WASCANA REHABILITATION CENTRE,50.425060998,-104.611157576
,OUTDOOR TENNIS,MARTIN COLLEGIATE - OUTDOOR TENNIS,1100 MCINTOSH STREET,MARTIN COLLEGIATE,50.46191988,-104.654989862
,ATHLETIC FIELD,CAMPBELL COLLEGIATE - ATHLETIC FIELD SOCCER ATHLETIC FIELD,102 MASSEY ROAD,CAMPBELL COLLEGIATE,50.4117754370001,-104.611016022
,PUBLIC ELEMENTARY SCHOOL,HENRY JANZEN - PUBLIC ELEMENTARY SCHOOL,222 RINK AVENUE,HENRY JANZEN - PUBLIC ELEMENTARY SCHOOL,50.488622638,-104.657010378
,BALL DIAMOND,PACERS SPORTS PARK  ROOKIES 2 - BALL DIAMOND,5000 E ARCOLA AVENUE,PACERS SPORTS PARK  ROOKIES 2,50.4118499620001,-104.503928593
,WASCANA CENTRE,WASCANA SWIMMING POOL,2355 COLLEGE AVENUE,WASCANA CENTRE,50.4385126500001,-104.613104867
,PUBLIC ELEMENTARY SCHOOL,CORONATION PARK - PUBLIC ELEMENTARY SCHOOL,3105 4TH AVENUE N,CORONATION PARK - PUBLIC ELEMENTARY SCHOOL,50.475019257,-104.624624673
,BALL DIAMOND,READY PARK/ST. MARGUERITE - BALL DIAMOND BS #70,3043 E ARENS ROAD,READY PARK/ST. MARGUERITE,50.43700992,-104.540858123
,BALL DIAMOND,HAULTAIN SCHOOL - BALL DIAMOND BS #291,1033 EDGAR STREET,HAULTAIN SCHOOL,50.4615688750001,-104.587707386
,ATHLETIC FIELD,KEN JENKINS SOCCER - ATHLETIC FIELD SOCCER ATHLETIC FIELD,210 MCINTOSH STREET,KEN JENKINS SOCCER,50.4743127470001,-104.656342178
,PUBLIC HIGH SCHOOL,MARTIN COLLEGIATE - PUBLIC HIGH SCHOOL,1100 MCINTOSH STREET,MARTIN COLLEGIATE - PUBLIC HIGH SCHOOL,50.4617787620001,-104.654584539
,BALL DIAMOND,EASTVIEW PARK - BALL DIAMOND,945 BRODER STREET,EASTVIEW PARK,50.465269354,-104.590657191
,PLAYGROUND,WASCANA VIEW PARK - PLAYGROUND 3025 WASCANA CIR,9401 WASCANA MEWS,WASCANA VIEW PARK,50.416827342,-104.541252171
,PLAYGROUND,ELSIE MIRONUCK SCHOOL - PLAYGROUND 20 WAKEFIELD CRES,20 WAKEFIELD CRESCENT,ELSIE MIRONUCK SCHOOL,50.478366404,-104.649240119
,BASKETBALL,WILFRED HUNT SCHOOL - BASKETBALL,101 MAYFIELD ROAD,WILFRED HUNT SCHOOL,50.4297448470001,-104.562750339
,FIRE,FIRE HALL NO. 3,2640 31ST AVENUE,TOM YARNTON FIRE HALL,50.4104556010001,-104.619450144
,UNIVERSITY OF REGINA,SIFC BUILDING,1 FIRST NATIONS WAY,UNIVERSITY OF REGINA,50.4193727570001,-104.582141362
,ATHLETIC FIELD,MOUNT PLEASANT SOUTH SOCCER - ATHLETIC FIELD SOCCER ATHLETIC FIELD,750 N WINNIPEG STREET,MOUNT PLEASANT SOUTH SOCCER,50.489543144,-104.595894971
,PLAYGROUND,GLEN ELM PARK SE - PLAYGROUND 1501 BOND ST,1601 BOND STREET,GLEN ELM PARK SE,50.452798435,-104.565300948
,SIAST CAMPUS,SIAST PARKING STRUCTURE,4500 WASCANA PARKWAY,SIAST CAMPUS,50.407561189,-104.580639553
,BALL DIAMOND,ST. THERESA SCHOOL - BALL DIAMOND BS #86,2707 E 7TH AVENUE,ST. THERESA SCHOOL,50.4578051600001,-104.543922834
,BASKETBALL,CONNAUGHT SCHOOL - BASKETBALL,2124 ELPHINSTONE STREET,CONNAUGHT SCHOOL,50.4446549250001,-104.632136389
,BALL DIAMOND,RAMBLER PARK  FASTBALL E - BALL DIAMOND FASTBALL NEE (CANADA GAMES 2005 DIAMOND),5215 13TH AVENUE,RAMBLER PARK  FASTBALL E,50.4449105310001,-104.655227436
,OUTDOOR RINK BOARDED,GLENCAIRN PARK - OUTDOOR RINK BOARDED,2626 E DEWDNEY AVENUE,GLENCAIRN PARK,50.4568764300001,-104.541382455
,BALL DIAMOND,ST. JOSAPHAT SCHOOL PARK NW - BALL DIAMOND BS #209,110 GREENWOOD CRESCENT,ST. JOSAPHAT SCHOOL PARK NW,50.4770911210001,-104.681063087
,PLAYGROUND,ROSEMONT SCHOOL - PLAYGROUND 841 HORACE ST,841 HORACE STREET,ROSEMONT SCHOOL,50.464030054,-104.658726869
,OUTDOOR RINK SHELTER,DAVIN SCHOOL - OUTDOOR RINK SHELTER,2401 RETALLACK STREET,DAVIN SCHOOL,50.439685974,-104.621502928
,CURLING CLUB,HIGHLAND - CURLING CLUB,348 BROAD STREET,HIGHLAND,50.472974251,-104.607207533
,PLAYGROUND,SANDRA SCHMIRLER TOT LOT - PLAYGROUND 3130 E WOODHAMS DR,3130 E WOODHAMS DRIVE,SANDRA SCHMIRLER TOT LOT,50.4298474860001,-104.536040633
,SANITARY LANDFILL,SANITARY LANDFILL,1101 N FLEET STREET,SANITARY LANDFILL,50.4906698670001,-104.547939394
,PLAYGROUND,PEART PARK - PLAYGROUND 2851 OTTAWA ST,2851 OTTAWA STREET,PEART PARK,50.4349677850001,-104.600234901
,ATHLETIC FIELD,ROSEMONT SCHOOL - ATHLETIC FIELD SOCCER ATHLETIC FIELD,841 HORACE STREET,ROSEMONT SCHOOL,50.4636885230001,-104.657633688
,LIBRARY,CENTRAL LIBRARY,2311 12TH AVENUE,CENTRAL LIBRARY,50.448463571,-104.614415989
,BALL DIAMOND,STEWART RUSSELL SCHOOL NORTH - BALL DIAMOND BS #90,1912 E 7TH AVENUE,STEWART RUSSELL SCHOOL NORTH,50.4602300190001,-104.556031698
,BASKETBALL,ALBERT SCHOOL - BASKETBALL,1340 ROBINSON STREET,ALBERT SCHOOL,50.457636429,-104.624586921
,PLAYGROUND,LAKEVIEW PARK - PLAYGROUND 2910 ATHOL ST,2910 ATHOL STREET,LAKEVIEW PARK,50.4321817430001,-104.628411386
,ATHLETIC FIELD,MCLURG SCHOOL - ATHLETIC FIELD SOCCER ATHLETIC FIELD,125 PAYNTER CRESCENT,MCLURG SCHOOL,50.4727560570001,-104.679222932
,LIBRARY,REGENT PLACE BRANCH LIBRARY,107 ALBERT STREET,REGENT PLACE BRANCH LIBRARY,50.4766849410001,-104.61732358
,BALL DIAMOND,LEWVAN FIELDS/ST. JAMES PARK - BALL DIAMOND BS #164,4315 COLLEGE AVENUE,LEWVAN FIELDS/ST. JAMES PARK,50.440600051,-104.642664894
,PUBLIC ELEMENTARY SCHOOL,CONNAUGHT - PUBLIC ELEMENTARY SCHOOL,2124 ELPHINSTONE STREET,CONNAUGHT - PUBLIC ELEMENTARY SCHOOL,50.4444812260001,-104.631793037
,BALL DIAMOND,DOUGLAS PARK NE - BALL DIAMOND BS #105,3025 MCDONALD STREET,DOUGLAS PARK NE,50.4280322380001,-104.58102503
,PLAYGROUND,HENRY BRAUN SCHOOL - PLAYGROUND 710 GRAHAM RD,710 GRAHAM ROAD,HENRY BRAUN SCHOOL,50.4623591530001,-104.535616323
,UNIVERSITY OF REGINA,CLASSROOMS,3769 WASCANA PARKWAY,UNIVERSITY OF REGINA,50.4192804480001,-104.591433325
,OUTDOOR RINK BOARDED,UNIVERSITY PARK - OUTDOOR RINK BOARDED,165 WINDFIELD ROAD,UNIVERSITY PARK,50.4314422030001,-104.563248886
,BASKETBALL,COCHRANE HIGH SCHOOL - BASKETBALL,1069 E 14TH AVENUE,COCHRANE HIGH SCHOOL,50.4436361480001,-104.567202929
,BASKETBALL,MACNEILL SCHOOL - BASKETBALL,6215 WHELAN DRIVE,MACNEILL SCHOOL,50.4982132150001,-104.671010262
,BASKETBALL,WESTHILL PARK - BASKETBALL,8103 SHERWOOD DRIVE,WESTHILL PARK,50.480082021,-104.699807772
,WASCANA CENTRE,COMMUNITY GARDENS BUILDING,3303 GRANT ROAD,WASCANA CENTRE,50.407021349,-104.597578929
,SEPARATE ELEMENTARY SCHOOL,ST. AUGUSTINE - SEPARATE ELEMENTARY SCHOOL,2343 EDGAR STREET,ST. AUGUSTINE - SEPARATE ELEMENTARY SCHOOL,50.4418271500001,-104.5873638
,MALL,AVON SHOPPING CENTRE,2601 AVONHURST DRIVE,AVON SHOPPING CENTRE,50.4699944850001,-104.620654135
,LIBRARY,SHERWOOD VILLAGE BRANCH LIBRARY,6121 ROCHDALE BOULEVARD,SHERWOOD VILLAGE BRANCH LIBRARY,50.4952176800001,-104.668969037
,SEPARATE ELEMENTARY SCHOOL,ST. ANDREW - SEPARATE ELEMENTARY SCHOOL,535 E DOUGLAS AVENUE,ST. ANDREW - SEPARATE ELEMENTARY SCHOOL,50.4322614170001,-104.576743486
,BASKETBALL,ST. THERESA SCHOOL - BASKETBALL,2707 E 7TH AVENUE,ST. THERESA SCHOOL,50.458038511,-104.543315501
,OUTDOOR POOL,MAPLE LEAF - OUTDOOR POOL,1120 14TH AVENUE,MAPLE LEAF,50.4443705100001,-104.596642584
,SEPARATE ELEMENTARY SCHOOL,ST. JOSAPHAT - SEPARATE ELEMENTARY SCHOOL,140 GREENWOOD CRESCENT,ST. JOSAPHAT - SEPARATE ELEMENTARY SCHOOL,50.47589643,-104.680676081
,ATHLETIC FIELD,A.E. WILSON SOCCER - ATHLETIC FIELD SOCCER ATHLETIC FIELD,1010 MCCARTHY BOULEVARD,A.E. WILSON SOCCER,50.4575508130001,-104.675264306
,WASCANA CENTRE,ROYAL SASKATCHEWAN MUSEUM,2445 ALBERT STREET,WASCANA CENTRE,50.4397553420001,-104.616577752
,BALL DIAMOND,GLENCAIRN PARK/JUDGE BRYANT - BALL DIAMOND,2626 E DEWDNEY AVENUE,GLENCAIRN PARK/JUDGE BRYANT,50.4564448560001,-104.542115466
,PUBLIC ELEMENTARY SCHOOL,REGINA CHRISTIAN - PUBLIC ELEMENTARY SCHOOL,2505 23RD AVENUE,REGINA CHRISTIAN - PUBLIC ELEMENTARY SCHOOL,50.4223121040001,-104.616693528
,ATHLETIC FIELD,RUGBY PARK SOUTHWEST MULTI - ATHLETIC FIELD MULTI-USE ATHLETIC FIELD,4025 25TH AVENUE,RUGBY PARK SOUTHWEST MULTI,50.4167530510001,-104.637436765
,OUTDOOR RINK SHELTER,M.J. COLDWELL PARK - OUTDOOR RINK SHELTER,115 FAIRVIEW ROAD,M.J. COLDWELL PARK,50.4897918650001,-104.610706558
,SEPARATE ELEMENTARY SCHOOL,ST. CATHERINE - SEPARATE ELEMENTARY SCHOOL,150 BROTHERTON AVENUE,ST. CATHERINE - SEPARATE ELEMENTARY SCHOOL,50.4530675250001,-104.553809426
,LIBRARY,PRINCE OF WALES BRANCH LIBRARY,2188 BRODER STREET,PRINCE OF WALES BRANCH LIBRARY,50.4441272590001,-104.591239923
,BALL DIAMOND,GEORGE LEE SCHOOL - BALL DIAMOND BS #199,180 WELLS STREET,GEORGE LEE SCHOOL,50.48904679,-104.648825534
,BALL DIAMOND,PARKDALE PARK - BALL DIAMOND BS #155,901 PRINCESS STREET,PARKDALE PARK,50.4642871190001,-104.6343493
,OUTDOOR RINK SHELTER,MCMURCHY PARK - OUTDOOR RINK SHELTER,250 N GARNET STREET,MCMURCHY PARK,50.479827346,-104.62849451
,BALL DIAMOND,DR. A.E. PERRY PARK - BALL DIAMOND BS #32,40 COWIE ROAD,DR. A.E. PERRY PARK,50.4012677910001,-104.63237819
,OTHER SCHOOL,LUTHER HIGH SCHOOL - 1500 ROYAL ST.,1550 ROYAL STREET,LUTHER HIGH SCHOOL - 1500 ROYAL ST.,50.4538920620001,-104.651721358
,OUTDOOR TENNIS,VARSITY PARK - OUTDOOR TENNIS,2635 E PHILIP ROAD,VARSITY PARK,50.4233110980001,-104.54659212
,BASKETBALL,ST. GABRIEL - BASKETBALL,3860 BUCKINGHAM DRIVE,ST. GABRIEL,50.4304968920001,-104.527223527
,BALL DIAMOND,GRASSICK PLAYGROUND - BALL DIAMOND BS #154,901 GARNET STREET,GRASSICK PLAYGROUND,50.4631893530001,-104.626485222
,BALL DIAMOND,QUEEN ST. PARK/ETHEL MILLIKEN - BALL DIAMOND BS #30 (AKA=ETHEL MILLIKEN SCHOOL),4410 QUEEN STREET,QUEEN ST. PARK/ETHEL MILLIKEN,50.4095780320001,-104.637649369
,BASKETBALL,LAKEVIEW SCHOOL - BASKETBALL,3100 20TH AVENUE,LAKEVIEW SCHOOL,50.4327208380001,-104.626506071
,OUTDOOR RINK UNBOARDED,MCVEETY PARK - OUTDOOR RINK UNBOARDED,1851 JUBILEE AVENUE,MCVEETY PARK,50.4205225010001,-104.606946825
,OUTDOOR RINK UNBOARDED,ROSEMONT SCHOOL PARK - OUTDOOR RINK UNBOARDED,5310 4TH AVENUE,ROSEMONT SCHOOL PARK,50.463115079,-104.656659073
,ATHLETIC FIELD,BALFOUR HIGH SCHOOL - ATHLETIC FIELD SOCCER ATHLETIC FIELD,1245 COLLEGE AVENUE,BALFOUR HIGH SCHOOL,50.4383093880001,-104.599468576
,BASKETBALL,CENTENNIAL SCHOOL - BASKETBALL,6903 DALGLIESH DRIVE,CENTENNIAL SCHOOL,50.4912495620001,-104.680725887
,ATHLETIC FIELD,ARGYLE SCHOOL - ATHLETIC FIELD SOCCER ATHLETIC FIELD,2941 LAKEVIEW AVENUE,ARGYLE SCHOOL,50.4205793960001,-104.625877677
,SPRAYPAD,EASTVIEW PARK - SPRAYPAD 945 BRODER ST @ 4TH AVE,945 BRODER STREET,EASTVIEW PARK,50.4636149680001,-104.590474488
,BASKETBALL,IMPERIAL SCHOOL - BASKETBALL,200 BROAD STREET,IMPERIAL SCHOOL,50.475435712,-104.607673139
,ATHLETIC FIELD,ST. GREGORY MULTI - ATHLETIC FIELD MULTI-USE ATHLETIC FIELD,310 UPLAND DRIVE,ST. GREGORY MULTI,50.493219175,-104.611296157
,OUTDOOR RINK SHELTER,WESTHILL/JOANNE GOULET GOLF COURSE - OUTDOOR RINK SHELTER,8045 KESTRAL DRIVE,WESTHILL/JOANNE GOULET GOLF COURSE,50.4781663520001,-104.696905078
,BASKETBALL,WASCANA SCHOOL - BASKETBALL,4210 4TH AVENUE,WASCANA SCHOOL,50.4640039770001,-104.641702384
,PLAYGROUND,BENSON PARK - PLAYGROUND 4550 8TH AVE,4550 8TH AVENUE,BENSON PARK,50.4570381190001,-104.646454541
,PLAYGROUND,MCLURG SCHOOL - PLAYGROUND 125 PAYNTER CRES,125 PAYNTER CRESCENT,MCLURG SCHOOL,50.4730123880001,-104.680323128
,BALL DIAMOND,ST. BERNADETTE SCHOOL - BALL DIAMOND BS #205,727 N MCINTOSH STREET,ST. BERNADETTE SCHOOL,50.488503253,-104.651458276
,BALL DIAMOND,RAMBLER PARK  FASTBALL SWW - BALL DIAMOND,5215 13TH AVENUE,RAMBLER PARK  FASTBALL SWW,50.4432711310001,-104.663182554
,BALL DIAMOND,THOMSON SCHOOL - BALL DIAMOND BS #88,2033 TORONTO STREET,THOMSON SCHOOL,50.4457054900001,-104.597978082
,BALL DIAMOND,COLUMBUS PARK SW - BALL DIAMOND BS #53,2940 PASQUA STREET,COLUMBUS PARK SW,50.4318411,-104.642542075
,SEPARATE ELEMENTARY SCHOOL,ST. MICHAEL - SEPARATE ELEMENTARY SCHOOL,431 HAMILTON STREET,ST. MICHAEL - SEPARATE ELEMENTARY SCHOOL,50.4717933270001,-104.608511576
,OTHER SCHOOL,SASKATCHEWAN INSTITUTE OF APPLIED ARTS SCIENCES AND TECHNOLOGY (S.I.A.S.T.) - WASCANA PARKWAY,4500 WASCANA PARKWAY,SASKATCHEWAN INSTITUTE OF APPLIED ARTS SCIENCES AND TECHNOLOGY (S.I.A.S.T.) - WASCANA PARKWAY,50.406753392,-104.582479866
,BALL DIAMOND,HERCHMER SCHOOL S - BALL DIAMOND BS #133,1132 MCTAVISH STREET,HERCHMER SCHOOL S,50.4600088480001,-104.634367307
,SPRAYPAD,VARSITY PARK - SPRAYPAD 2635 E PHILIP RD,2635 E PHILIP ROAD,VARSITY PARK,50.4229486440001,-104.546731948
,OUTDOOR RINK SHELTER,MOUNT PLEASANT SPORT PARK - OUTDOOR RINK SHELTER,555 N MONTREAL STREET,MOUNT PLEASANT SPORT PARK,50.4861084020001,-104.597285075
,BALL DIAMOND,ATHABASCA SCHOOL - BALL DIAMOND BS #57,3901 PRINCESS DRIVE,ATHABASCA SCHOOL,50.43572285,-104.639054622
,PLAYGROUND,OLD #1 FIREHALL - PLAYGROUND 1654 11TH AVENUE,1654 11TH AVENUE,OLD #1 FIREHALL,50.4506730850001,-104.604686809
,ATHLETIC FIELD,TURNER PARK - ATHLETIC FIELD SOCCER ATHLETIC FIELD,130 BENTLEY DRIVE,TURNER PARK,50.453873048,-104.545902185
,ATHLETIC FIELD,JUNIPER PARK - ATHLETIC FIELD,1000 STOCKTON STREET,JUNIPER PARK,50.494375732,-104.646211509
,PUBLIC HIGH SCHOOL,BALFOUR COLLEGIATE - PUBLIC HIGH SCHOOL,1245 COLLEGE AVENUE,BALFOUR COLLEGIATE - PUBLIC HIGH SCHOOL,50.4396633110001,-104.59910732
,PLAYGROUND,ST. MATTHEW SCHOOL - PLAYGROUND 4710 CASTLE RD,4710 CASTLE ROAD,ST. MATTHEW SCHOOL,50.4046517090001,-104.604824477
,SPRAYPAD,IMPERIAL PARK - SPRAYPAD 305 ROSE ST,305 ROSE STREET,IMPERIAL PARK,50.4737275900001,-104.607624247
,OUTDOOR SKATEBOARD PARK,REGINA SKATEPLAZA - OUTDOOR SKATEBOARD PARK,2901 POWERHOUSE DRIVE,REGINA SKATEPLAZA,50.433436956,-104.593782699
,ATHLETIC FIELD,CRAIGIE PARK  - ATHLETIC FIELD SOCCER ATHLETIC FIELD,40 TREMAINE AVENUE,CRAIGIE PARK,50.4926390670001,-104.644772323
,OUTDOOR RINK SHELTER,BLOCK 11B PARK - OUTDOOR RINK SHELTER,945 REYNOLDS STREET,BLOCK 11B PARK,50.463495214,-104.588895982
,BALL DIAMOND,KIWANIS WATERFALL PARK NW - BALL DIAMOND BS #50,2755 ELPHINSTONE STREET,KIWANIS WATERFALL PARK NW,50.4384784150001,-104.63023725
,PLAYGROUND,DR. GEORGE FERGUSON PARK W - PLAYGROUND 129 BROTHERTON AVE,117 BROTHERTON AVENUE,DR. GEORGE FERGUSON PARK W,50.45138733,-104.556839106
,PLAYGROUND,ST. MARY SCHOOL - PLAYGROUND 140 N MCINTOSH ST,140 N MCINTOSH STREET,ST. MARY SCHOOL,50.4780454360001,-104.653483193
,OUTDOOR RINK SHELTER,MABLE BROWN PARK - OUTDOOR RINK SHELTER,255 MIKKELSON DRIVE,MABLE BROWN PARK,50.466579251,-104.681934183
,PLAYGROUND,RICK HANSEN OPTIMIST - PLAYGROUND 1010 MCCARTHY BLVD,1010 MCCARTHY BOULEVARD,RICK HANSEN OPTIMIST,50.4600718240001,-104.675573891
,PLAYGROUND,REALTORS PARK - PLAYGROUND 4310 MONTAGUE ST,4310 MONTAGUE STREET,REALTORS PARK,50.4095704320001,-104.631960887
,BALL DIAMOND,MAPLE RIDGE PARK/ST. ANGELA - BALL DIAMOND BS #216,6749 MAPLE RIDGE DRIVE,MAPLE RIDGE PARK/ST. ANGELA,50.5001105950001,-104.679322972
,OTHER SCHOOL,FIRST NATIONS UNIVERSITY OF CANADA - REGINA,1 FIRST NATIONS WAY,FIRST NATIONS UNIVERSITY OF CANADA - REGINA,50.418530553,-104.583161873
,BALL DIAMOND,GLEN ELM PARK - BALL DIAMOND BS #67,1601 BOND STREET,GLEN ELM PARK,50.452520211,-104.56758977
,UNIVERSITY OF REGINA,MAINTENANCE BUILDING,3769 WASCANA PARKWAY,UNIVERSITY OF REGINA,50.4144485410001,-104.588360166
,WASCANA CENTRE,WINTER WATERFOWL DISPLAY BUILDING,520 E ASSINIBOINE AVENUE,WASCANA CENTRE,50.4245591870001,-104.577289231
,BALL DIAMOND,RAMBLER PARK  BASEBALL NWW - BALL DIAMOND,5215 13TH AVENUE,RAMBLER PARK  BASEBALL NWW,50.444857181,-104.662298384
,BALL DIAMOND,ST. FRANCIS PARK SE - BALL DIAMOND BS #160,6015 MIKKELSON DRIVE,ST. FRANCIS PARK SE,50.4640682240001,-104.66796385
,PLAYGROUND,AL PICKARD PARK - PLAYGROUND 343 N PICKARD ST,343 N PICKARD STREET,AL PICKARD PARK,50.482248295,-104.657009544
,ATHLETIC FIELD,DOMINION PARK  - ATHLETIC FIELD SOCCER ATHLETIC FIELD,2735 LACON STREET,DOMINION PARK,50.4353909490001,-104.568846786
,ATHLETIC FIELD,MILLER MULTI - ATHLETIC FIELD MULTI-USE ATHLETIC FIELD,1027 COLLEGE AVENUE,MILLER MULTI,50.4388100040001,-104.596893905
,BALL DIAMOND,MCDERMID SCHOOL - BALL DIAMOND BS #250,139 TORONTO STREET,MCDERMID SCHOOL,50.4758267320001,-104.597049617
,OUTDOOR RINK BOARDED,LESLIE PARK - OUTDOOR RINK BOARDED,3820 VICTORIA AVENUE,LESLIE PARK,50.447841462,-104.634710044
,OUTDOOR RINK UNBOARDED,GRASSICK PLAYGROUND - OUTDOOR RINK UNBOARDED,901 GARNET STREET,GRASSICK PLAYGROUND,50.4640838660001,-104.626028245
,ATHLETIC FIELD,ARCOLA SCHOOL  - ATHLETIC FIELD,2301 ABBOTT ROAD,ARCOLA SCHOOL,50.4426678400001,-104.575905053
,OUTDOOR RINK UNBOARDED,AL PICKARD PARK - OUTDOOR RINK UNBOARDED,343 N PICKARD STREET,AL PICKARD PARK,50.482670177,-104.65716307
,OUTDOOR RINK BOARDED,ROSEMONT SCHOOL PARK - OUTDOOR RINK BOARDED,5310 4TH AVENUE,ROSEMONT SCHOOL PARK,50.4634386330001,-104.656584149
,PUBLIC ELEMENTARY SCHOOL,RUTH PAWSON - PUBLIC ELEMENTARY SCHOOL,40 WEEKES CRESCENT,RUTH PAWSON - PUBLIC ELEMENTARY SCHOOL,50.496132318,-104.605260753
,ATHLETIC FIELD,DIEPPE SCHOOL - ATHLETIC FIELD SOCCER ATHLETIC FIELD,145 DOROTHY STREET,DIEPPE SCHOOL,50.458705836,-104.679652366
,PUBLIC ELEMENTARY SCHOOL,IMPERIAL - PUBLIC ELEMENTARY SCHOOL,200 BROAD STREET,IMPERIAL - PUBLIC ELEMENTARY SCHOOL,50.4754887390001,-104.60793896
,BALL DIAMOND,DOUGLAS PARK SCHOOL NE - BALL DIAMOND BS #64,635 E DOUGLAS AVENUE,DOUGLAS PARK SCHOOL NE,50.431945693,-104.573331628
,BALL DIAMOND,L'ARCHE PARK/ARGYLE SCHOOL - BALL DIAMOND BS #1,3215 LAKEVIEW AVENUE,L'ARCHE PARK/ARGYLE SCHOOL,50.420698562,-104.626741578
,PLAYGROUND,GRANT ROAD SCHOOL - PLAYGROUND 2501 GRANT RD,2501 GRANT ROAD,GRANT ROAD SCHOOL,50.4029937080001,-104.61222619
,PLAYGROUND,ROTHWELL PARK - PLAYGROUND 1201 ROTHWELL ST,1201 ROTHWELL STREET,ROTHWELL PARK,50.45867302,-104.57010765
,BALL DIAMOND,DOVER PARK - BALL DIAMOND,1250 DOVER AVENUE,DOVER PARK,50.482890803,-104.597581631
,ATHLETIC FIELD,REALTORS EAST SOCCER - ATHLETIC FIELD SOCCER ATHLETIC FIELD,4310 MONTAGUE STREET,REALTORS EAST SOCCER,50.4100781660001,-104.630890803
,SEPARATE HIGH SCHOOL,ARCHBISHOP M.C. O'NEILL HIGH SCHOOL - SEPARATE HIGH SCHOOL,134 ARGYLE STREET,ARCHBISHOP M.C. O'NEILL HIGH SCHOOL - SEPARATE HIGH SCHOOL,50.477473391,-104.634080371
,BASKETBALL,ROSEMONT SCHOOL - BASKETBALL,841 HORACE STREET,ROSEMONT SCHOOL,50.4633685900001,-104.658876378
,PLAYGROUND,HAMPSHIRE PARK - PLAYGROUND 6410 HEFFERNAN DR,6410 HEFFERNAN DRIVE,HAMPSHIRE PARK,50.4929909750001,-104.673537124
,BALL DIAMOND,NORTH EAST PARK NW - BALL DIAMOND BS #279 (AKA=REGINA MINOR GIRLS BALL),1925 9TH AVENUE N,NORTH EAST PARK NW,50.4840545750001,-104.609430358
,BASKETBALL,ST. BERNADETTE SCHOOL - BASKETBALL,727 N MCINTOSH STREET,ST. BERNADETTE SCHOOL,50.489149636,-104.651704264
,PLAYGROUND,PRINCE WILLIAM PARK - PLAYGROUND 3860 BUCKINGHAM DR,3295 WIMBLEDON DRIVE,PRINCE WILLIAM PARK,50.4309957030001,-104.530670744
,PLAYGROUND,WASCANA VIEW PARK - PLAYGROUND 3025 WASCANA CIR,6056 WASCANA COURT,WASCANA VIEW PARK,50.4173195180001,-104.534478996
,OUTDOOR RINK UNBOARDED,LITZENBERGER PARK - OUTDOOR RINK UNBOARDED,100 RINK AVENUE,LITZENBERGER PARK,50.4887416930001,-104.649678345
,BALL DIAMOND,KINSMEN PARK SOUTH - BALL DIAMOND BS #42,3310 LAKEVIEW AVENUE,KINSMEN PARK SOUTH,50.422851763,-104.629459956
,WASCANA CENTRE,SOUND STAGE,1831 COLLEGE AVENUE,WASCANA CENTRE,50.4398885360001,-104.607950133
,ATHLETIC FIELD,ST. ANNE PARK - ATHLETIC FIELD SOCCER ATHLETIC FIELD,342 N HALIFAX STREET,ST. ANNE PARK,50.4829673740001,-104.605078695
,ATHLETIC FIELD,FIREHALL - ATHLETIC FIELD SOCCER ATHLETIC FIELD,281 RINK AVENUE,FIREHALL,50.4877271620001,-104.659626317
,BALL DIAMOND,ST. JOSAPHAT SCHOOL SW - BALL DIAMOND BS #208,140 GREENWOOD CRESCENT,ST. JOSAPHAT SCHOOL SW,50.4756592250001,-104.681725957
